Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Delivery_Date,Weight_kg,Cost,Status,Distance_miles,Transit_Days,Invalid_Date
SH11516,Ahmedabad_Warehouse,Chennai,BlueDart,12/6/2025,12/12/2025,23.1,1208.99,Delivered,2433,6,FALSE
SH11517,Pune_Warehouse,Ahmedabad,Ecom Express,6/26/2025,6/27/2025,12.4,414.14,Delivered,465,1,FALSE
SH11518,Hyderabad_Warehouse,Nagpur,FedEx,1/18/2025,1/24/2025,5,1078.69,Delivered,2262,6,FALSE
SH11519,Ahmedabad_Warehouse,Pune,FedEx,6/30/2025,7/5/2025,11.8,893.54,Delivered,1711,5,FALSE
SH11520,Ahmedabad_Warehouse,Hyderabad,FedEx,6/18/2025,6/25/2025,23.6,1249.13,Delivered,2309,7,FALSE
SH11521,Bengaluru_Warehouse,Mumbai,Delhivery,11/12/2025,11/18/2025,13.9,1080.48,Delivered,2074,6,FALSE
SH11522,Ahmedabad_Warehouse,Delhi,FedEx,9/17/2025,9/21/2025,18.4,561.23,Delivered,864,4,FALSE
SH11523,Hyderabad_Warehouse,Surat,FedEx,3/11/2025,3/17/2025,14.8,1068.95,In Transit,2079,6,FALSE
SH11524,Ahmedabad_Warehouse,Nagpur,DHL,2/24/2025,2/26/2025,10.6,430.1,Delivered,464,2,FALSE
SH11525,Delhi_Warehouse,Mumbai,FedEx,8/9/2025,8/12/2025,20.9,539.4,Delivered,763,3,FALSE
SH11526,Bengaluru_Warehouse,Bengaluru,FedEx,1/18/2025,1/21/2025,4.6,301.44,Delivered,569,3,FALSE
SH11527,Hyderabad_Warehouse,Kolkata,Ecom Express,4/27/2025,5/1/2025,9.6,316.13,Delivered,376,4,FALSE
SH11528,Pune_Warehouse,Nashik,XpressBees,2/20/2025,2/22/2025,29.3,380.27,Delivered,270,2,FALSE
SH11529,Pune_Warehouse,Chennai,BlueDart,1/8/2025,1/9/2025,5.7,247.48,Delivered,509,1,FALSE
SH11530,Delhi_Warehouse,Delhi,DHL,12/2/2025,12/3/2025,17.8,356.83,Delayed,344,1,FALSE
SH11531,Delhi_Warehouse,Hyderabad,DHL,2/2/2025,2/5/2025,13.2,684.31,Delivered,982,3,FALSE
SH11532,Hyderabad_Warehouse,Kolkata,FedEx,1/4/2025,1/5/2025,12.3,276.51,Delayed,224,1,FALSE
SH11533,Ahmedabad_Warehouse,Nagpur,BlueDart,12/7/2025,12/11/2025,31.2,439.02,Delivered,200,4,FALSE
SH11534,Mumbai_Warehouse,Delhi,Delhivery,3/10/2025,3/17/2025,35.2,1301.96,Delivered,2476,7,FALSE
SH11535,Pune_Warehouse,Mumbai,FedEx,10/26/2025,10/28/2025,8,282.98,Delivered,264,2,FALSE
SH11536,Ahmedabad_Warehouse,Nashik,BlueDart,1/12/2025,1/13/2025,15.8,316.46,Delivered,231,1,FALSE
SH11537,Bengaluru_Warehouse,Hyderabad,FedEx,2/26/2025,3/1/2025,3.6,125.69,Delivered,123,3,FALSE
SH11538,Pune_Warehouse,Pune,Delhivery,2/10/2025,2/11/2025,30,501.98,Delivered,374,1,FALSE
SH11539,Bengaluru_Warehouse,Kolkata,Ecom Express,9/15/2025,9/18/2025,17.2,799.62,Delivered,1343,3,FALSE
SH11540,Ahmedabad_Warehouse,Mumbai,DHL,8/15/2025,8/20/2025,5.4,939.97,Delivered,2077,5,FALSE
SH11541,Delhi_Warehouse,Ahmedabad,BlueDart,6/23/2025,6/29/2025,10,960.67,Delivered,1851,6,FALSE
SH11542,Delhi_Warehouse,Surat,Delhivery,3/30/2025,4/4/2025,7.4,826.98,Delivered,1472,5,FALSE
SH11543,Bengaluru_Warehouse,Bengaluru,Ecom Express,2/2/2025,2/5/2025,9.6,257.42,Delivered,258,3,FALSE
SH11544,Ahmedabad_Warehouse,Ahmedabad,Delhivery,7/27/2025,8/3/2025,3.9,883.59,In Transit,1948,7,FALSE
SH11545,Bengaluru_Warehouse,Mumbai,Delhivery,3/26/2025,3/28/2025,41,477.95,Delivered,141,2,FALSE
SH11546,Ahmedabad_Warehouse,Nagpur,Ecom Express,8/4/2025,8/10/2025,8.2,867.02,Delivered,1596,6,FALSE
SH11547,Hyderabad_Warehouse,Surat,BlueDart,9/8/2025,9/11/2025,17.8,606.11,Delivered,1053,3,FALSE
SH11548,Delhi_Warehouse,Chennai,Delhivery,11/7/2025,11/11/2025,23.5,794.255,Delivered,2212,4,FALSE
SH11549,Delhi_Warehouse,Pune,FedEx,6/30/2025,7/3/2025,35.2,679.17,Delivered,803,3,FALSE
SH11550,Hyderabad_Warehouse,Bengaluru,BlueDart,1/2/2025,1/6/2025,18.2,925.89,Delivered,1614,4,FALSE
SH11551,Mumbai_Warehouse,Nagpur,DHL,4/13/2025,4/16/2025,14.7,647.67,Delivered,1128,3,FALSE
SH11552,Pune_Warehouse,Chennai,BlueDart,11/8/2025,11/11/2025,18.7,765.94,Delivered,1329,3,FALSE
SH11553,Pune_Warehouse,Bengaluru,DHL,7/14/2025,7/20/2025,7.9,1217.92,Delivered,2350,6,FALSE
SH11554,Hyderabad_Warehouse,Surat,FedEx,8/14/2025,8/20/2025,8.4,828.22,In Transit,1796,6,FALSE
SH11555,Hyderabad_Warehouse,Nashik,BlueDart,6/17/2025,6/22/2025,14.4,676.82,In Transit,1066,5,FALSE
SH11556,Hyderabad_Warehouse,Nagpur,Delhivery,3/1/2025,3/3/2025,2.9,681.19,Delivered,1146,2,FALSE
SH11557,Mumbai_Warehouse,Hyderabad,XpressBees,11/24/2025,11/28/2025,10.8,955.42,Delivered,1776,4,FALSE
SH11558,Pune_Warehouse,Nagpur,DHL,10/10/2025,10/13/2025,12.6,491.05,Delivered,898,3,FALSE
SH11559,Pune_Warehouse,Jaipur,XpressBees,12/30/2025,1/2/2026,54,662.13,Delivered,461,3,FALSE
SH11560,Mumbai_Warehouse,Hyderabad,FedEx,11/9/2025,11/13/2025,38.1,864.83,Delivered,1196,4,FALSE
SH11561,Pune_Warehouse,Chennai,Ecom Express,4/17/2025,4/18/2025,23.4,378.72,Delivered,217,1,FALSE
SH11562,Delhi_Warehouse,Kolkata,Ecom Express,4/3/2025,4/6/2025,30.5,546.98,Delivered,465,3,FALSE
SH11563,Ahmedabad_Warehouse,Chennai,XpressBees,4/1/2025,4/6/2025,8.4,535.48,Delivered,1081,5,FALSE
SH11564,Pune_Warehouse,Pune,DHL,12/2/2025,12/8/2025,19.1,1035.19,Delivered,2002,6,FALSE
SH11565,Ahmedabad_Warehouse,Hyderabad,XpressBees,7/23/2025,7/28/2025,28.1,1099.52,In Transit,1965,5,FALSE
SH11566,Hyderabad_Warehouse,Nagpur,DHL,6/15/2025,6/18/2025,8.4,430.42,Delayed,688,3,FALSE
SH11567,Mumbai_Warehouse,Kolkata,XpressBees,12/20/2025,12/24/2025,5.6,692.04,Delivered,1084,4,FALSE
SH11568,Pune_Warehouse,Bengaluru,Delhivery,8/9/2025,8/11/2025,21.8,392.89,Delivered,426,2,FALSE
SH11569,Delhi_Warehouse,Nagpur,BlueDart,11/28/2025,12/3/2025,6.1,876.54,Delivered,1901,5,FALSE
SH11570,Ahmedabad_Warehouse,Ahmedabad,BlueDart,12/26/2025,12/30/2025,24.9,503.59,Delivered,653,4,FALSE
SH11571,Hyderabad_Warehouse,Nashik,DHL,1/29/2025,2/4/2025,34.8,1254.53,Delivered,2009,6,FALSE
SH11572,Ahmedabad_Warehouse,Kolkata,Ecom Express,5/12/2025,5/19/2025,8.6,1038.29,Delayed,2113,7,FALSE
SH11573,Pune_Warehouse,Hyderabad,Ecom Express,9/25/2025,10/1/2025,9.2,838.87,Delivered,1738,6,FALSE
SH11574,Ahmedabad_Warehouse,Jaipur,XpressBees,10/24/2025,10/28/2025,34.2,711.53,Delivered,859,4,FALSE
SH11575,Ahmedabad_Warehouse,Delhi,Ecom Express,2/24/2025,3/2/2025,18.3,1193.72,In Transit,2385,6,FALSE
SH11576,Bengaluru_Warehouse,Mumbai,XpressBees,4/27/2025,5/3/2025,31.3,1089.34,Delivered,1731,6,FALSE
SH11577,Mumbai_Warehouse,Hyderabad,XpressBees,7/20/2025,7/25/2025,14.8,1038.88,Delivered,1632,5,FALSE
SH11578,Pune_Warehouse,Nagpur,BlueDart,10/19/2025,10/27/2025,15.6,1145.48,Delivered,2149,8,FALSE
SH11579,Mumbai_Warehouse,Delhi,Ecom Express,2/11/2025,2/17/2025,17.9,1155.24,Delivered,2210,6,FALSE
SH11580,Hyderabad_Warehouse,Surat,FedEx,8/8/2025,8/11/2025,47.3,546.28,Delivered,240,3,FALSE
SH11581,Pune_Warehouse,Chennai,Ecom Express,4/19/2025,4/25/2025,29.7,1186.76,Delivered,2210,6,FALSE
SH11582,Hyderabad_Warehouse,Jaipur,Delhivery,3/20/2025,3/25/2025,10.5,1018.1,Delivered,1925,5,FALSE
SH11583,Pune_Warehouse,Chennai,BlueDart,7/8/2025,7/11/2025,20,520.88,Delivered,556,3,FALSE
SH11584,Ahmedabad_Warehouse,Kolkata,Delhivery,6/1/2025,6/5/2025,14.1,511.89,Delivered,804,4,FALSE
SH11585,Hyderabad_Warehouse,Nagpur,FedEx,8/21/2025,8/27/2025,12.3,1046.76,Delivered,1894,6,FALSE
SH11586,Delhi_Warehouse,Chennai,Delhivery,4/26/2025,4/30/2025,24.4,532.16,Delayed,580,4,FALSE
SH11587,Delhi_Warehouse,Nagpur,BlueDart,10/28/2025,11/1/2025,21.3,790.02,Delivered,1158,4,FALSE
SH11588,Mumbai_Warehouse,Kolkata,FedEx,1/29/2025,2/3/2025,8.7,900.2,Delivered,1738,5,FALSE
SH11589,Mumbai_Warehouse,Pune,XpressBees,11/11/2025,11/16/2025,18,913.74,Delayed,1644,5,FALSE
SH11590,Ahmedabad_Warehouse,Bengaluru,DHL,1/11/2025,1/16/2025,12,1086.66,Delivered,2279,5,FALSE
SH11591,Hyderabad_Warehouse,Kolkata,Ecom Express,9/26/2025,9/30/2025,23.4,406.56,Delivered,323,4,FALSE
SH11592,Ahmedabad_Warehouse,Hyderabad,FedEx,5/7/2025,5/10/2025,11.6,549.57,Delayed,773,3,FALSE
SH11593,Bengaluru_Warehouse,Mumbai,FedEx,5/20/2025,5/27/2025,15.7,1219.96,Delivered,2463,7,FALSE
SH11594,Pune_Warehouse,Kolkata,DHL,1/7/2025,1/12/2025,12.5,816.92,Delivered,1444,5,FALSE
SH11595,Mumbai_Warehouse,Jaipur,DHL,9/14/2025,9/17/2025,4.4,334.63,Delivered,659,3,FALSE
SH11596,Hyderabad_Warehouse,Kolkata,DHL,3/2/2025,3/5/2025,45.8,831.4,Delivered,760,3,FALSE
SH11597,Pune_Warehouse,Mumbai,Ecom Express,8/29/2025,9/1/2025,17.8,618.53,Delayed,881,3,FALSE
SH11598,Mumbai_Warehouse,Pune,XpressBees,9/22/2025,9/26/2025,46.8,1003.04,Delivered,1408,4,FALSE
SH11599,Mumbai_Warehouse,Ahmedabad,Delhivery,11/5/2025,11/10/2025,18.4,537.82,Delivered,747,5,FALSE
SH11600,Bengaluru_Warehouse,Nashik,DHL,9/16/2025,9/21/2025,27.3,1024.36,Delivered,1574,5,FALSE
SH11601,Ahmedabad_Warehouse,Ahmedabad,XpressBees,4/21/2025,4/26/2025,11,583.47,Delivered,1141,5,FALSE
SH11602,Delhi_Warehouse,Bengaluru,Delhivery,9/27/2025,10/3/2025,11.2,765.2,Delivered,1545,6,FALSE
SH11603,Ahmedabad_Warehouse,Nashik,Delhivery,10/29/2025,10/31/2025,17.2,402.98,Delivered,430,2,FALSE
SH11604,Delhi_Warehouse,Chennai,XpressBees,4/26/2025,5/1/2025,46.5,1255.34,Delivered,1578,5,FALSE
SH11605,Hyderabad_Warehouse,Mumbai,BlueDart,2/15/2025,2/21/2025,8.9,1091.38,Delivered,2316,6,FALSE
SH11606,Pune_Warehouse,Kolkata,BlueDart,11/21/2025,11/22/2025,3.6,297.86,Delivered,381,1,FALSE
SH11607,Bengaluru_Warehouse,Pune,Ecom Express,2/23/2025,2/26/2025,33.7,738.6,Delivered,852,3,FALSE
SH11608,Pune_Warehouse,Ahmedabad,Delhivery,8/5/2025,8/11/2025,28.4,1023.56,Delivered,1749,6,FALSE
SH11609,Hyderabad_Warehouse,Surat,Ecom Express,3/28/2025,4/1/2025,13,855.82,Delivered,1563,4,FALSE
SH11610,Delhi_Warehouse,Pune,Ecom Express,2/15/2025,2/20/2025,58,1263.63,Delivered,1703,5,FALSE
SH11611,Mumbai_Warehouse,Surat,XpressBees,10/11/2025,10/15/2025,59.6,1163.74,Delivered,1421,4,FALSE
SH11612,Pune_Warehouse,Delhi,FedEx,2/22/2025,3/1/2025,4.2,747.99,Delivered,1723,7,FALSE
SH11613,Delhi_Warehouse,Nagpur,DHL,9/2/2025,9/5/2025,10.8,818.52,Delivered,1543,3,FALSE
SH11614,Delhi_Warehouse,Kolkata,BlueDart,9/10/2025,9/13/2025,17.1,371.82,Delivered,231,3,FALSE
SH11615,Pune_Warehouse,Nashik,Delhivery,1/22/2025,1/27/2025,23,1072.88,Delayed,1891,5,FALSE
SH11616,Bengaluru_Warehouse,Bengaluru,Ecom Express,3/5/2025,3/8/2025,20.8,797.68,Delivered,1145,3,FALSE
SH11617,Ahmedabad_Warehouse,Kolkata,FedEx,10/17/2025,10/19/2025,17.8,337.14,Delivered,176,2,FALSE
SH11618,Hyderabad_Warehouse,Pune,Ecom Express,7/5/2025,7/9/2025,7.9,585.72,Delivered,1052,4,FALSE
SH11619,Pune_Warehouse,Pune,Ecom Express,2/14/2025,2/19/2025,24.9,725.83,Delivered,1116,5,FALSE
SH11620,Hyderabad_Warehouse,Delhi,Ecom Express,12/28/2025,12/30/2025,25.8,382.6,Delivered,262,2,FALSE
SH11621,Ahmedabad_Warehouse,Jaipur,Ecom Express,4/7/2025,4/15/2025,32.2,1319.04,Delivered,2491,8,FALSE
SH11622,Pune_Warehouse,Chennai,XpressBees,1/2/2025,1/6/2025,7.1,375.56,Delivered,595,4,FALSE
SH11623,Pune_Warehouse,Ahmedabad,Delhivery,12/4/2025,12/8/2025,15.2,578.43,Delayed,860,4,FALSE
SH11624,Mumbai_Warehouse,Hyderabad,BlueDart,1/7/2025,1/10/2025,12.6,756.05,Delivered,1130,3,FALSE
SH11625,Ahmedabad_Warehouse,Kolkata,BlueDart,7/21/2025,7/27/2025,7,1046.36,Delivered,2090,6,FALSE
SH11626,Hyderabad_Warehouse,Nashik,DHL,12/29/2025,1/4/2026,15.1,946.18,Delivered,1870,6,FALSE
SH11627,Delhi_Warehouse,Kolkata,FedEx,7/30/2025,8/4/2025,8.3,885.76,Delivered,1939,5,FALSE
SH11628,Ahmedabad_Warehouse,Delhi,Delhivery,8/2/2025,8/4/2025,6.1,385.51,Delayed,631,2,FALSE
SH11629,Bengaluru_Warehouse,Delhi,Delhivery,5/22/2025,5/26/2025,28.6,1258.99,In Transit,2122,4,FALSE
SH11630,Ahmedabad_Warehouse,Surat,Delhivery,2/16/2025,2/22/2025,13,794.255,Delivered,2083,6,FALSE
SH11631,Ahmedabad_Warehouse,Jaipur,BlueDart,7/29/2025,8/2/2025,10.5,697.18,Delivered,1186,4,FALSE
SH11632,Ahmedabad_Warehouse,Hyderabad,Ecom Express,11/24/2025,11/27/2025,37.2,968.78,Delivered,1387,3,FALSE
SH11633,Delhi_Warehouse,Delhi,DHL,2/3/2025,2/6/2025,26.3,402.21,Delivered,141,3,FALSE
SH11634,Bengaluru_Warehouse,Hyderabad,Ecom Express,11/18/2025,11/24/2025,3.3,823.66,Delivered,1913,6,FALSE
SH11635,Pune_Warehouse,Chennai,Ecom Express,6/1/2025,6/9/2025,23.1,1374.68,Delivered,2405,8,FALSE
SH11636,Ahmedabad_Warehouse,Pune,XpressBees,7/15/2025,7/19/2025,23,721.67,Delivered,1208,4,FALSE
SH11637,Pune_Warehouse,Nashik,XpressBees,3/2/2025,3/5/2025,14.6,824.84,Delivered,1374,3,FALSE
SH11638,Delhi_Warehouse,Delhi,BlueDart,8/15/2025,8/20/2025,14.3,721.24,Delivered,1273,5,FALSE
SH11639,Bengaluru_Warehouse,Hyderabad,DHL,3/8/2025,3/11/2025,4.9,221.12,Delivered,252,3,FALSE
SH11640,Hyderabad_Warehouse,Chennai,Delhivery,4/10/2025,4/14/2025,57.6,1214.9,Delivered,1568,4,FALSE
SH11641,Hyderabad_Warehouse,Nashik,DHL,9/21/2025,9/25/2025,15,985.12,Delayed,1818,4,FALSE
SH11642,Ahmedabad_Warehouse,Chennai,FedEx,1/19/2025,1/25/2025,22.3,1270.79,Delivered,2324,6,FALSE
SH11643,Hyderabad_Warehouse,Kolkata,Ecom Express,6/13/2025,6/18/2025,15.6,1248.57,Delivered,2328,5,FALSE
SH11644,Hyderabad_Warehouse,Hyderabad,Delhivery,8/6/2025,8/11/2025,10.6,774.64,Delivered,1255,5,FALSE
SH11645,Bengaluru_Warehouse,Surat,Delhivery,2/18/2025,2/24/2025,30.1,1362.1,Delivered,2400,6,FALSE
SH11646,Delhi_Warehouse,Kolkata,Ecom Express,4/18/2025,4/24/2025,19.6,905.75,Delivered,1345,6,FALSE
SH11647,Ahmedabad_Warehouse,Chennai,DHL,5/6/2025,5/9/2025,15.1,895.12,Delivered,1623,3,FALSE
SH11648,Delhi_Warehouse,Bengaluru,Ecom Express,8/31/2025,9/5/2025,22.1,967.61,Delivered,1525,5,FALSE
SH11649,Bengaluru_Warehouse,Delhi,Delhivery,12/23/2025,12/31/2025,16.6,1293.42,Delivered,2497,8,FALSE
SH11650,Pune_Warehouse,Kolkata,BlueDart,11/2/2025,11/7/2025,48.8,1244.53,Delayed,1857,5,FALSE
SH11651,Delhi_Warehouse,Hyderabad,BlueDart,3/11/2025,3/13/2025,29.4,484.35,Delivered,344,2,FALSE
SH11652,Delhi_Warehouse,Mumbai,Delhivery,1/7/2025,1/9/2025,24.5,410.84,Delivered,226,2,FALSE
SH11653,Pune_Warehouse,Nagpur,Delhivery,1/19/2025,1/22/2025,5.3,794.255,Delivered,1054,3,FALSE
SH11654,Hyderabad_Warehouse,Bengaluru,BlueDart,8/6/2025,8/11/2025,25.1,867.52,Delivered,1313,5,FALSE
SH11655,Hyderabad_Warehouse,Surat,FedEx,2/27/2025,3/3/2025,24.7,1046.5,Delayed,1688,4,FALSE
SH11656,Hyderabad_Warehouse,Kolkata,FedEx,3/26/2025,3/30/2025,8.4,666.71,Delayed,1230,4,FALSE
SH11657,Mumbai_Warehouse,Pune,BlueDart,11/6/2025,11/11/2025,5.2,512.91,Delivered,1311,5,FALSE
SH11658,Pune_Warehouse,Kolkata,FedEx,11/15/2025,11/21/2025,28.7,1386.03,Delivered,2309,6,FALSE
SH11659,Pune_Warehouse,Surat,Delhivery,11/3/2025,11/6/2025,31,692.53,Delivered,870,3,FALSE
SH11660,Hyderabad_Warehouse,Chennai,XpressBees,4/3/2025,4/8/2025,11.3,659.55,Delivered,1259,5,FALSE
SH11661,Ahmedabad_Warehouse,Delhi,DHL,8/15/2025,8/20/2025,10.9,794.255,Delivered,1416,5,FALSE
SH11662,Delhi_Warehouse,Nagpur,FedEx,8/11/2025,8/14/2025,19.4,729.14,Delivered,1197,3,FALSE
SH11663,Pune_Warehouse,Kolkata,DHL,3/9/2025,3/14/2025,12.9,1175.94,Delivered,2422,5,FALSE
SH11664,Bengaluru_Warehouse,Chennai,XpressBees,7/22/2025,7/28/2025,5.2,1095.02,Delivered,2408,6,FALSE
SH11665,Ahmedabad_Warehouse,Hyderabad,Ecom Express,7/11/2025,7/16/2025,8.3,661.97,Delivered,1307,5,FALSE
SH11666,Delhi_Warehouse,Nagpur,FedEx,5/25/2025,5/29/2025,21.7,778.27,Delivered,1154,4,FALSE
SH11667,Pune_Warehouse,Bengaluru,BlueDart,10/2/2025,10/7/2025,8.7,892.68,Delivered,1493,5,FALSE
SH11668,Bengaluru_Warehouse,Delhi,Ecom Express,9/5/2025,9/7/2025,32,604.19,Delivered,493,2,FALSE
SH11669,Ahmedabad_Warehouse,Nagpur,XpressBees,7/14/2025,7/17/2025,24.4,808.62,Delayed,1094,3,FALSE
SH11670,Hyderabad_Warehouse,Hyderabad,Delhivery,9/22/2025,9/26/2025,22.3,492.81,In Transit,581,4,FALSE
SH11671,Bengaluru_Warehouse,Nashik,FedEx,10/6/2025,10/8/2025,19.1,417.37,Delivered,403,2,FALSE
SH11672,Hyderabad_Warehouse,Jaipur,Ecom Express,7/26/2025,7/28/2025,10.2,309.02,Delivered,283,2,FALSE
SH11673,Mumbai_Warehouse,Delhi,Ecom Express,4/8/2025,4/11/2025,26.6,894.78,Delivered,1488,3,FALSE
SH11674,Hyderabad_Warehouse,Jaipur,Delhivery,10/4/2025,10/5/2025,10,163,In Transit,51,1,FALSE
SH11675,Mumbai_Warehouse,Bengaluru,DHL,9/19/2025,9/25/2025,33.1,1094.21,Delivered,1633,6,FALSE
SH11676,Delhi_Warehouse,Kolkata,Ecom Express,12/25/2025,12/28/2025,44.1,980.18,Delivered,1108,3,FALSE
SH11677,Delhi_Warehouse,Kolkata,DHL,2/24/2025,2/28/2025,19.5,647.62,Delivered,948,4,FALSE
SH11678,Hyderabad_Warehouse,Hyderabad,XpressBees,6/3/2025,6/6/2025,40.5,1171.22,Delivered,1935,3,FALSE
SH11679,Pune_Warehouse,Nagpur,XpressBees,12/4/2025,12/8/2025,8.4,710.54,Delivered,1370,4,FALSE
SH11680,Pune_Warehouse,Nashik,Delhivery,7/7/2025,7/12/2025,24.6,985.57,Delayed,1847,5,FALSE
SH11681,Ahmedabad_Warehouse,Surat,Delhivery,12/11/2025,12/18/2025,17.5,983.85,Delayed,1788,7,FALSE
SH11682,Delhi_Warehouse,Nashik,DHL,1/5/2025,1/6/2025,29,394.31,Delivered,128,1,FALSE
SH11683,Hyderabad_Warehouse,Kolkata,XpressBees,1/13/2025,1/16/2025,3.5,337.62,Delivered,578,3,FALSE
SH11684,Bengaluru_Warehouse,Kolkata,FedEx,10/18/2025,10/24/2025,27.9,938.18,Delivered,1447,6,FALSE
SH11685,Bengaluru_Warehouse,Nashik,FedEx,5/11/2025,5/17/2025,11,1221.65,In Transit,2441,6,FALSE
SH11686,Hyderabad_Warehouse,Mumbai,Ecom Express,7/9/2025,7/11/2025,18.1,427.74,Delivered,428,2,FALSE
SH11687,Hyderabad_Warehouse,Nagpur,XpressBees,6/6/2025,6/8/2025,57,627.78,Delivered,308,2,FALSE
SH11688,Ahmedabad_Warehouse,Kolkata,BlueDart,5/29/2025,6/3/2025,25.1,1268.94,Delivered,2356,5,FALSE
SH11689,Hyderabad_Warehouse,Nagpur,Delhivery,12/9/2025,12/15/2025,23,1314.02,Delivered,2419,6,FALSE
SH11690,Pune_Warehouse,Mumbai,Delhivery,2/4/2025,2/8/2025,21.8,545.33,Delivered,460,4,FALSE
SH11691,Pune_Warehouse,Jaipur,FedEx,10/9/2025,10/13/2025,35.3,799.37,Delivered,1034,4,FALSE
SH11692,Ahmedabad_Warehouse,Bengaluru,Delhivery,11/21/2025,11/26/2025,29.6,1027.6,Delayed,1585,5,FALSE
SH11693,Delhi_Warehouse,Kolkata,XpressBees,8/28/2025,8/31/2025,22,537.06,Delayed,528,3,FALSE
SH11694,Pune_Warehouse,Chennai,BlueDart,5/25/2025,5/29/2025,20.2,597.47,Delayed,849,4,FALSE
SH11695,Mumbai_Warehouse,Chennai,Ecom Express,2/28/2025,3/4/2025,19.3,734.77,Delivered,1018,4,FALSE
SH11696,Bengaluru_Warehouse,Bengaluru,Ecom Express,9/7/2025,9/11/2025,16.8,970.16,Delivered,1622,4,FALSE
SH11697,Bengaluru_Warehouse,Delhi,XpressBees,6/21/2025,6/26/2025,7,553.52,Delivered,805,5,FALSE
SH11698,Hyderabad_Warehouse,Chennai,Ecom Express,2/24/2025,3/1/2025,24.8,761.21,Delivered,1060,5,FALSE
SH11699,Hyderabad_Warehouse,Pune,XpressBees,5/12/2025,5/16/2025,11.8,628.89,Delivered,759,4,FALSE
SH11700,Hyderabad_Warehouse,Pune,Ecom Express,12/17/2025,12/22/2025,15.5,980.53,Delivered,1911,5,FALSE
SH11701,Bengaluru_Warehouse,Mumbai,XpressBees,4/7/2025,4/9/2025,30.9,637.97,Delivered,425,2,FALSE
SH11702,Ahmedabad_Warehouse,Ahmedabad,Ecom Express,3/7/2025,3/10/2025,17.1,525.91,Delivered,615,3,FALSE
SH11703,Ahmedabad_Warehouse,Mumbai,XpressBees,9/6/2025,9/9/2025,16.2,569.46,Delivered,662,3,FALSE
SH11704,Hyderabad_Warehouse,Ahmedabad,XpressBees,3/14/2025,3/19/2025,19.5,1181.55,Delivered,2270,5,FALSE
SH11705,Delhi_Warehouse,Nashik,XpressBees,12/2/2025,12/9/2025,14.1,1239.18,Delivered,2364,7,FALSE
SH11706,Pune_Warehouse,Kolkata,Delhivery,11/10/2025,11/15/2025,56.2,1172.1,Delivered,1276,5,FALSE
SH11707,Mumbai_Warehouse,Hyderabad,Ecom Express,12/25/2025,12/28/2025,51.5,794.255,Delayed,433,3,FALSE
SH11708,Ahmedabad_Warehouse,Pune,XpressBees,11/30/2025,12/5/2025,50.6,1300.38,Delivered,1903,5,FALSE
SH11709,Hyderabad_Warehouse,Nagpur,BlueDart,3/30/2025,4/2/2025,21.9,675.9,Delivered,1256,3,FALSE
SH11710,Ahmedabad_Warehouse,Bengaluru,DHL,3/19/2025,3/25/2025,11.2,1060.83,Delayed,2132,6,FALSE
SH11711,Hyderabad_Warehouse,Delhi,XpressBees,5/6/2025,5/9/2025,31.4,794.255,Delayed,932,3,FALSE
SH11712,Delhi_Warehouse,Jaipur,Delhivery,6/21/2025,6/28/2025,14.2,1237.88,Delayed,2498,7,FALSE
SH11713,Mumbai_Warehouse,Surat,BlueDart,11/18/2025,11/24/2025,33.2,1374.34,Delayed,2027,6,FALSE
SH11714,Mumbai_Warehouse,Surat,Ecom Express,9/25/2025,9/29/2025,10.9,518.29,In Transit,598,4,FALSE
SH11715,Hyderabad_Warehouse,Hyderabad,DHL,8/24/2025,8/28/2025,22.9,963.24,Delivered,1828,4,FALSE
SH11716,Pune_Warehouse,Kolkata,BlueDart,11/17/2025,11/20/2025,36.2,734.53,In Transit,753,3,FALSE
SH11717,Delhi_Warehouse,Nashik,FedEx,8/24/2025,8/27/2025,14.8,630.68,In Transit,907,3,FALSE
SH11718,Ahmedabad_Warehouse,Kolkata,FedEx,5/19/2025,5/22/2025,14.7,464.83,Delivered,663,3,FALSE
SH11719,Delhi_Warehouse,Surat,XpressBees,5/31/2025,6/6/2025,5.7,861.5,Delayed,1722,6,FALSE
SH11720,Ahmedabad_Warehouse,Ahmedabad,Delhivery,7/8/2025,7/12/2025,11.1,481.01,Delayed,694,4,FALSE
SH11721,Bengaluru_Warehouse,Ahmedabad,DHL,2/2/2025,2/8/2025,21.6,867.84,Delivered,1615,6,FALSE
SH11722,Hyderabad_Warehouse,Ahmedabad,BlueDart,9/28/2025,10/3/2025,23.8,845.92,Delayed,1477,5,FALSE
SH11723,Mumbai_Warehouse,Mumbai,FedEx,8/27/2025,9/1/2025,26.1,1105.13,Delivered,1890,5,FALSE
SH11724,Delhi_Warehouse,Kolkata,XpressBees,9/24/2025,9/30/2025,4.1,1164.02,Delivered,2485,6,FALSE
SH11725,Pune_Warehouse,Nagpur,FedEx,7/14/2025,7/15/2025,14.2,191.55,Delivered,71,1,FALSE
SH11726,Mumbai_Warehouse,Kolkata,BlueDart,10/13/2025,10/21/2025,6.2,1129.35,Delivered,2477,8,FALSE
SH11727,Ahmedabad_Warehouse,Pune,BlueDart,12/13/2025,12/15/2025,20.9,386.27,Delayed,318,2,FALSE
SH11728,Bengaluru_Warehouse,Chennai,FedEx,7/28/2025,8/2/2025,4.9,733.61,Delayed,1341,5,FALSE
